File Name,Attribute,Delimiter,Data Type,Related Values,Documented Data Description,Screen ID,Fld,Screen Title,PADP Label,Field Label,Validation File,PADP Table,PADP Column,Personally Identifiable Information,File Notes,,,,,
ADM.BED.CONTROL.ADT,2.0,,X,,Patient number ,,,,Patient number ,Patient number ,PATIENTS,adm_bed_control_adt,patient_number,,,,,,,
ADM.BED.CONTROL.ADT,3.0,,D,,Bed occupancy start date ,,,,Bed Occupied Start Date,Bed Occupied Start Date,,adm_bed_control_adt,bed_occupied_start_date,,,,,,,
ADM.BED.CONTROL.ADT,4.0,,T,,"Bed occupancy start time 
Start time will be either populated on admissions with admission time or auto populate with 10:00:00 (default back-end parameter setting) when a Patient Bed Swap occurs. If auto populated by patient movement, this will not reflect on the Patient Transfer screen, which will use the filed time as the bed time.",,,,Bed Occupied Start Time,Bed Occupied Start Time,,adm_bed_control_adt,bed_occupied_start_time,,,,,,,
ADM.BED.CONTROL.ADT,5.0,,X,,"Bed status. 1=Pending discharge  2=Pending transfer  3=Pending admission, 4=Patient in bed, """"=Bed is empty",,,,Bed status,Bed status,,adm_bed_control_adt,bed_status,,,,,,,
ADM.BED.CONTROL.ADT,6.0,,D,,Bed occupancy end date ,,,,Bed occupancy end date ,Bed occupancy end date ,,adm_bed_control_adt,bed_occupancy_end_date,,,,,,,
ADM.BED.CONTROL.ADT,7.0,,T,,Bed occupancy end time ,,,,Bed occupancy end time ,Bed occupancy end time ,,adm_bed_control_adt,bed_occupancy_end_time,,,,,,,
ADM.BED.CONTROL.ADT,8.0,,A,M,Date  Time  Who  Operator ,,,,Filed,Filed,OPERATORS,adm_bed_control_adt,filed,,,,,,,
ADM.BED.CONTROL.IDX,0.0,,X,,Patient number,,,,Patient number,Patient number,PATIENTS,adm_bed_control_idx,,,Not Extracted,,,,,
ADM.BED.CONTROL.IDX,1.0,,A,M,Date  Time  Who  Operator ,,,,Filed,Filed,OPERATORS,adm_bed_control_idx,filed,,Not Extracted,,,,,
ADM.BED.CONTROL.IDX,2.0,,X,M1,Ward code Last MV is the most recent.,,,,Ward code,Ward code,,adm_bed_control_idx,ward_code,,Not Extracted,,,,,
ADM.BED.CONTROL.IDX,3.0,,X,M1,Bed number Last MV is the most recent.,,,,Bed number,Bed number,,adm_bed_control_idx,bed_number,,Not Extracted,,,,,
ADM.BIRTH.FACILITY,0.0,,X,,Birth Facility Code,ADM2.S206,1,Birth Facility Codes,Birth Facility,Birth Facility,,adm_birth_facility,,,Reference File,,,,,
ADM.BIRTH.FACILITY,1.0,,A,M,Filed by information ,ADM2.S206,,Birth Facility Codes,Filed,Filed,OPERATORS,adm_birth_facility,filed,,Reference File,,,,,
ADM.BIRTH.FACILITY,2.0,,X,,Description of Birth Facility ,ADM2.S206,2,Birth Facility Codes,Description,Description,,adm_birth_facility,description,,Reference File,,,,,
ADM.BIRTH.FACILITY,3.0,,D,,Start Date,ADM2.S206,3,Birth Facility Codes,Start Date,Start Date,,adm_birth_facility,start_date,,Reference File,,,,,
ADM.BIRTH.FACILITY,4.0,,D,,End Date,ADM2.S206,4,Birth Facility Codes,End Date,End Date,,adm_birth_facility,end_date,,Reference File,,,,,
ADM.BIRTH.TYPE,0.0,,X,,Birth Type Code,ADM2.S195,1,Birth Type Codes,Birth Type Code,Birth Type Code,,adm_birth_type,,,Reference File,,,,,
ADM.BIRTH.TYPE,1.0,,A,M,Filed By information Date Time Who Operator,,,,Filed,Filed,OPERATORS,adm_birth_type,filed,,Reference File,,,,,
ADM.BIRTH.TYPE,2.0,,X,,Description ,ADM2.S195,2,Description,Description,Description,,adm_birth_type,description,,Reference File,,,,,
ADM.CANCEL,0.0,,X,,Auto-number,,,,Auto-number,Auto-number,,adm_cancel,,,,,,,,
ADM.CANCEL,1.0,,A,M,Date stamp,,,,Filed,Filed,OPERATORS,adm_cancel,filed,,,,,,,
ADM.CANCEL,2.0,,X,,Admission number,,,,Admission number,Admission number,ADMISSIONS,adm_cancel,admission_number,,,,,,,
ADM.CANCEL,3.0,,X,,Surname,,,,Surname,Surname,,adm_cancel,surname,,,,,,,
ADM.CANCEL,4.0,,X,,Given name,,,,Given name,Given name,,adm_cancel,given_name,,,,,,,
ADM.CANCEL,5.0,,X,,Birth Sex,,,,Birth Sex,Birth Sex,,adm_cancel,birth_sex,,,,,,,
ADM.CANCEL,6.0,,D,,Admission date,,,,Admission date,Admission date,,adm_cancel,admission_date,,,,,,,
ADM.CANCEL,7.0,,D,,Cancellation date,,,,Cancellation date,Cancellation date,,adm_cancel,cancellation_date,,,,,,,
ADM.CANCEL,8.0,,X,,Cancellation Reason (No longer used as at Product Calendar 4) Replaced with a reason code in attribute 12.,,,,Cancellation Reason,Cancellation Reason,,adm_cancel,cancellation_reason8,,,,,,,
ADM.CANCEL,9.0,,X,,Campus Code,,,,Campus Code,Campus Code,CAMPUS,adm_cancel,campus_code,,,,,,,
ADM.CANCEL,10.0,,X,,Ward Code The Ward code at the time of the Admission Cancellation,,,,Ward Code,Ward Code,WARDS,adm_cancel,ward_code,,,,,,,
ADM.CANCEL,11.0,,X,,Bed number at the time of the cancellation.,,,,Bed number,Bed number,,adm_cancel,bed_number,,,,,,,
ADM.CANCEL,12.0,,X,,Cancellation Reason Code The reason the admission was cancelled. (Formerly a cancel narrative stored in attribute 8),,,,Cancellation Reason,Cancellation Reason,ADM.CANCEL.REASONS,adm_cancel,cancellation_reason12,,,,,,,
ADM.CANCEL,13.0,,X,M,Original Operator Code The operator who filed the original admission record. (MV as per code),,,,Original Operator Code,Original Operator Code,OPERATORS,adm_cancel,original_operator_code,,,,,,,
ADM.CANCEL,14.0,,X,,Current account class,,,,Current account class,Current account class,RATES,adm_cancel,current_account_class,,,,,,,
ADM.CANCEL,15.0,,X,,Unit code,,,,Unit code,Unit code,UNITS,adm_cancel,unit_code,,,,,,,
ADM.CANCEL.REASONS,0.0,,X,,Admission Cancellation Reason Code ,ADM2.S419,1,Admission Cancellation Codes,Cancellation Code,Cancellation Code,,adm_cancel_reasons,,,Reference File,,,,,
ADM.CANCEL.REASONS,1.0,,A,M,"Date,time,who,operator",ADM2.S419,,Admission Cancellation Codes,Filed,Filed,OPERATORS,adm_cancel_reasons,filed,,Reference File,,,,,
ADM.CANCEL.REASONS,2.0,,X,,Description,ADM2.S419,2,Admission Cancellation Codes,Description,Description,,adm_cancel_reasons,description,,Reference File,,,,,
ADM.CANCEL.REASONS,3.0,,D,,Start Date,ADM2.S419,3,Admission Cancellation Codes,Start Date,Start Date,,adm_cancel_reasons,start_date,,Reference File,,,,,
ADM.CANCEL.REASONS,4.0,,D,,End Date,ADM2.S419,4,Admission Cancellation Codes,End Date,End Date,,adm_cancel_reasons,end_date,,Reference File,,,,,
ADM.CANCEL.REASONS,5.0,,X,M,Replaced Code. List of codes that have replaced this ID.,ADM2.S419,5,Admission Cancellation Codes,Replaced Code,Replaced Code,ADM.CANCEL.REASONS,adm_cancel_reasons,replaced_code,,Reference File,,,,,
ADM.CANCEL.REASONS,6.0,,X,M,Replaced by Code List of codes  that have replaced this ID code.,,,,Replaced By,Replaced By,ADM.CANCEL.REASONS,adm_cancel_reasons,replaced_by,,Reference File,,,,,
ADM.CARE.TYPE,0.0,,X,,Care Type Code,ADM2.S280,1,Care Type Codes,Care Type Code,Care Type Code,,adm_care_type,,,Reference File,,,,,
ADM.CARE.TYPE,1.0,,A,M,Date & Time Stamp ,ADM2.S280,,Care Type Codes,Filed,Filed,OPERATORS,adm_care_type,filed,,Reference File,,,,,
ADM.CARE.TYPE,2.0,,X,,Description ,ADM2.S280,2,Care Type Codes,Description,Description,,adm_care_type,description,,Reference File,B,,,,
ADM.CARE.TYPE,3.0,,D,,Start Date ,ADM2.S280,7,Care Type Codes,Start Date,Start Date,,adm_care_type,start_date,,Reference File,,,,,
ADM.CARE.TYPE,4.0,,D,,End date ,ADM2.S280,8,Care Type Codes,End Date,End Date,,adm_care_type,end_date,,Reference File,B,,,,
ADM.CARE.TYPE,5.0,,X,,Replaced Code ,ADM2.S280,9,Care Type Codes,Replaced Code,Replaced Code,ADM.CARE.TYPE,adm_care_type,replaced_code,,Reference File,,,,,
ADM.CARE.TYPE,6.0,,X,,New Code ,,,,Replaced By,Replaced By,ADM.CARE.TYPE,adm_care_type,replaced_by,,Reference File,B,,,,
ADM.CARE.TYPE,7.0,,B,,Change Allowed ,ADM2.S280,3,Care Type Codes,Change Allowed,Change Allowed,,adm_care_type,change_allowed,,Reference File,,,,,
ADM.CARE.TYPE,8.0,,X,,HCP Service Category Code - 1st July 1999 All states other than QLD,,,,HCP Service Category Code,HCP Service Category Code - 1st July 1999 All states other than QLD,HCP.SERVICE.CATEGORY,adm_care_type,hcp_service_category_code,,Reference File,,,,,
ADM.CARE.TYPE,9.0,,B,,Carer Availability Mandatory (on Discharge screen) 1 = Yes  0 = No,ADM2.S280,4,Care Type Codes,Carer Availability Mandatory,Carer Availability Mandatory,,adm_care_type,carer_availability_mandatory,,Reference File,,,,,
ADM.CARE.TYPE,10.0,,X,M,Funding Source code ,ADM2.S280,6,Care Type Codes,Funding Source,Funding Source,ADM.FUNDING.SOURCE,adm_care_type,funding_source,,Reference File,,,,,
ADM.CARE.TYPE,11.0,,B,,ACAS Status Mandatory Y/N/'' - default N,ADM2.S280,5,Care Type Codes,ACAS Status Mandatory,ACAS Status Mandatory,,adm_care_type,acas_status_mandatory,,Reference File,,,,,
ADM.CARE.TYPE,12.0,,X,,PICQ Care Type,REC2.S208,2,PICQ Care Type Translation,PICQ Care Type,PICQ Care Type,REC.PICQ.ADMTYPE,adm_care_type,picq_care_type,,Reference File,,,,,
ADM.CLIN.SUBPROGRAM,0.0,,X,,Subprogram Code,ADM2.S308,1,Clinical Sub-Program Codes,Subprogram,Subprogram,,adm_clin_subprogram,,,,,,,,
ADM.CLIN.SUBPROGRAM,1.0,,A,M,OP Stamp,ADM2.S308,,Clinical Sub-Program Codes,Filed,Filed,OPERATORS,adm_clin_subprogram,filed,,,,,,,
ADM.CLIN.SUBPROGRAM,2.0,,X,,Description,ADM2.S308,2,Clinical Sub-Program Codes,Description,Description,,adm_clin_subprogram,description,,,,,,,
ADM.CLIN.SUBPROGRAM,3.0,,D,,Start Date,ADM2.S308,3,Clinical Sub-Program Codes,Start Date,Start Date,,adm_clin_subprogram,start_date,,,,,,,
ADM.CLIN.SUBPROGRAM,4.0,,D,,End Date,ADM2.S308,4,Clinical Sub-Program Codes,End Date,End Date,,adm_clin_subprogram,end_date,,,,,,,
ADM.CLIN.SUBPROGRAM,5.0,,X,M1,Replaced Code,ADM2.S308,5,Clinical Sub-Program Codes,Replaced Code,Replaced Code,ADM.CLIN.SUBPROGRAM,adm_clin_subprogram,replaced_code,,,,,,,
ADM.CLIN.SUBPROGRAM,6.0,,X,M2,Replacing Code List of subrprogram codes which have replaced this code.,,,,Replaced By,Replaced By,ADM.CLIN.SUBPROGRAM,adm_clin_subprogram,replaced_by,,,,,,,
ADM.CONTRACT.ROLES,0.0,,X,,Alphanumeric Code,ADM2.S631,1,Contract Role Codes,Contract Role,Contract Role,,adm_contract_roles,,,,,,,,
ADM.CONTRACT.ROLES,1.0,,A,M1,Operator Stamp ,ADM2.S631,,Contract Role Codes,Filed,Filed,OPERATORS,adm_contract_roles,filed,,,,,,,
ADM.CONTRACT.ROLES,2.0,,X,,Description ,ADM2.S631,2,Contract Role Codes,Description,Description,,adm_contract_roles,description,,,,,,,
ADM.CONTRACT.ROLES,3.0,,D,,Start Date ,ADM2.S631,3,Contract Role Codes,Start Date,Start Date,,adm_contract_roles,start_date,,,,,,,
ADM.CONTRACT.ROLES,4.0,,D,,End Date ,ADM2.S631,4,Contract Role Codes,End Date,End Date,,adm_contract_roles,end_date,,,,,,,
ADM.CONTRACT.ROLES,5.0,,X,M2,Replaced Code List of codes that have been replaced by this code,ADM2.S631,5,Contract Role Codes,Replaced Code,Replaced Code,ADM.CONTRACT.ROLES,adm_contract_roles,replaced_code,,,,,,,
ADM.CONTRACT.ROLES,6.0,,X,M3,Replaced by Code List of codes that have replaced this code.,,,,Replaced By,Replaced By,ADM.CONTRACT.ROLES,adm_contract_roles,replaced_by,,,,,,,
ADM.CONTRACT.TYPES,0.0,,X,,Alphanumeric Code,ADM2.S633,1,Contract Type Codes,Contract Type Code,Contract Type Code,,adm_contract_types,,,Reference File,,,,,
ADM.CONTRACT.TYPES,1.0,,A,M1,Operator Stamp ,ADM2.S633,,Contract Type Codes,Filed,Filed,OPERATORS,adm_contract_types,filed,,Reference File,,,,,
ADM.CONTRACT.TYPES,2.0,,X,,Description ,ADM2.S633,2,Contract Type Codes,Description,Description,,adm_contract_types,description,,Reference File,,,,,
ADM.CONTRACT.TYPES,3.0,,D,,Start Date ,ADM2.S633,3,Contract Type Codes,Start Date,Start Date,,adm_contract_types,start_date,,Reference File,,,,,
ADM.CONTRACT.TYPES,4.0,,D,,End Date ,ADM2.S633,4,Contract Type Codes,End Date,End Date,,adm_contract_types,end_date,,Reference File,,,,,
ADM.CONTRACT.TYPES,5.0,,X,M2,Replaced Code List of codes that have been replaced by this code,ADM2.S633,5,Contract Type Codes,Replaced Code,Replaced Code,ADM.CONTRACT.TYPES,adm_contract_types,replaced_code,,Reference File,,,,,
ADM.CONTRACT.TYPES,6.0,,X,M3,Replaced by Code List of codes that have replaced this code.,,,,Replaced By,Replaced By,ADM.CONTRACT.TYPES,adm_contract_types,replaced_by,,Reference File,,,,,
ADM.CONTRACTED.CARE,0.0,,X,,Admission No.,ADM2.S626,1,Contracted Care Entry,Patient Number,Patient Number,,adm_contracted_care,,,,,,,,
ADM.CONTRACTED.CARE,1.0,,A,M,Operator Stamp ,ADM2.S626,,Contracted Care Entry,Filed,Filed,OPERATORS,adm_contracted_care,filed,,,,,,,
ADM.CONTRACTED.CARE,2.0,,X,,Contract type code,ADM2.S626,2,Contracted Care Entry,Contract Type,Contract Type,ADM-PARAMS,adm_contracted_care,contract_type,,,,,,,
ADM.CONTRACTED.CARE,3.0,,X,,Contract role code,ADM2.S626,3,Contracted Care Entry,Contract Role,Contract Role,ADM-PARAMS,adm_contracted_care,contract_role,,,,,,,
ADM.CONTRACTED.CARE,4.0,,X,,Contract/Spoke ID ,,,,Contract/Spoke ID,Contract/Spoke ID,HOSP.EXT.SOURCE,adm_contracted_care,contract_spoke_id,,,,,,,
ADM.CONTRACTED.CARE,5.0,,X,,Contracting Hospital Id (QLD only) ,ADM2.S626,4,Contracted Care Entry,Purchaser/Provider Id,Purchaser/Provider Id,HOSP.EXT.SOURCE,adm_contracted_care,purchaser_provider_id,,,,,,,
ADM.CONTRACTED.CARE,6.0,,X,,Contracted ICU (hours:mins) - Qld only ,ADM2.S626,5,Contracted Care Entry,Contracted ICU (hhhhh:mm),Contracted ICU (hhhhh:mm),,adm_contracted_care,contracted_icu_hhhhh_mm,,,,,,,
ADM.DELIV.METHODS,0.0,,X,,Delivery Methods Code,ADM2.S198,1,Delivery Method Codes,Delivery Method Code,Delivery Method Code,,adm_deliv_methods,,,Reference File,,,,,
ADM.DELIV.METHODS,1.0,,A,M,Filed By information Date Time Who Operator,ADM2.S198,,Delivery Method Codes,Filed,Filed,OPERATORS,adm_deliv_methods,filed,,Reference File,,,,,
ADM.DELIV.METHODS,2.0,,X,,Description ,ADM2.S198,2,Delivery Method Codes,Description,Description,,adm_deliv_methods,description,,Reference File,,,,,
ADM.DIS.CANCEL,0.0,,X,,Admission Number,,,,Admission Number,Admission Number,,adm_dis_cancel,,,,,,,,
ADM.DIS.CANCEL,1.0,,A,M1,Date  Time  Who  Operator (date/time discharge cancelled),,,,Filed,Filed,OPERATORS,adm_dis_cancel,filed,,,,,,,
ADM.DIS.CANCEL,2.0,,D,M1,The date the original discharge which was cancelled,,,,Date of Cancelled Discharge,Date of Cancelled Discharge,,adm_dis_cancel,date_of_cancelled_discharge,,,,,,,
ADM.DIS.CANCEL,3.0,,X,M1,The reason for the discharge was cancelled.,,,,The reason the discharge was cancelled.,The reason the discharge was cancelled.,ADM.DIS.CANCEL.REASONS,adm_dis_cancel,the_reason_the_discharge_was_cancelled,,,,,,,
ADM.DIS.CANCEL,4.0,,X,M1,The ward code at the time of the discharge cancellation.,,,,Discharge cancellation ward,Discharge cancellation ward,WARDS,adm_dis_cancel,discharge_cancellation_ward,,,,,,,
ADM.DIS.CANCEL,5.0,,X,M1,The Bed number at the time of the cancellation.,,,,Bed number cancelled,Bed number cancelled,,adm_dis_cancel,bed_number_cancelled,,,,,,,
ADM.DIS.CANCEL,6.0,,X,M1,The operator who filed the orginal discharge.,,,,The operator who filed the orginal discharge.,The operator who filed the orginal discharge.,OPERATORS,adm_dis_cancel,the_operator_who_filed_the_orginal_discharge,,,,,,,
ADM.DIS.CANCEL,7.0,,X,M1,Current Account Class ,,,,Current Account Class ,Current Account Class ,RATES,adm_dis_cancel,current_account_class,,,,,,,
ADM.DIS.CANCEL.REASONS,0.0,,X,,Admission Discharge Cancellation Code,ADM2.S421,1,Discharge Cancellation Codes,Cancellation Code,Cancellation Code,,adm_dis_cancel_reasons,,,Reference File,,,,,
ADM.DIS.CANCEL.REASONS,1.0,,A,M,Date time who operator ,ADM2.S421,,Discharge Cancellation Codes,Filed,Filed,OPERATORS,adm_dis_cancel_reasons,filed,,Reference File,,,,,
ADM.DIS.CANCEL.REASONS,2.0,,X,,Description ,ADM2.S421,2,Discharge Cancellation Codes,Description,Description,,adm_dis_cancel_reasons,description,,Reference File,,,,,
ADM.DIS.CANCEL.REASONS,3.0,,D,,Start Date ,ADM2.S421,3,Discharge Cancellation Codes,Start Date,Start Date,,adm_dis_cancel_reasons,start_date,,Reference File,,,,,
ADM.DIS.CANCEL.REASONS,4.0,,D,,End Date ,ADM2.S421,4,Discharge Cancellation Codes,End Date,End Date,,adm_dis_cancel_reasons,end_date,,Reference File,,,,,
ADM.DIS.CANCEL.REASONS,5.0,,X,M,List of codes that have replaced this ID.,ADM2.S421,5,Discharge Cancellation Codes,Replaced Code,Replaced Code,ADM.DIS.CANCEL.REASONS,adm_dis_cancel_reasons,replaced_code,,Reference File,,,,,
ADM.DIS.CANCEL.REASONS,6.0,,X,M,List of codes that have been replaced by this code.,,,,Replaced By,Replaced By,ADM.DIS.CANCEL.REASONS,adm_dis_cancel_reasons,replaced_by,,Reference File,,,,,
ADM.DIS.FLAGS,0.0,,X,,Admission Discharge Flags,ADM2.S519,1,Discharge Flags,Discharge Flag,Discharge Flag,,adm_dis_flags,,,Reference File,,,,,
ADM.DIS.FLAGS,1.0,,A,M,Date Time Who Operator ,ADM2.S519,,Discharge Flags,Filed,Filed,OPERATORS,adm_dis_flags,filed,,Reference File,,,,,
ADM.DIS.FLAGS,2.0,,X,,Description ,ADM2.S519,2,Discharge Flags,Description,Description,,adm_dis_flags,description,,Reference File,,,,,
ADM.DIS.FLAGS,3.0,,D,,Start Date ,ADM2.S519,3,Discharge Flags,Start Date,Start Date,,adm_dis_flags,start_date,,Reference File,,,,,
ADM.DIS.FLAGS,4.0,,D,,End Date ,ADM2.S519,4,Discharge Flags,End Date,End Date,,adm_dis_flags,end_date,,Reference File,,,,,
ADM.DIS.FLAGS,5.0,,X,M,List of codes that have replaced this ID.,ADM2.S519,5,Discharge Flags,Replaced Code,Replaced Code,ADM.DIS.FLAGS,adm_dis_flags,replaced_code,,Reference File,,,,,
ADM.DIS.FLAGS,6.0,,X,M,List of codes that have been replaced by this code.,,,,Replaced By,Replaced By,ADM.DIS.FLAGS,adm_dis_flags,replaced_by,,Reference File,,,,,
ADM.DIS.MISMATCH,0.0,,X,,Discharge Filing Date (OR ADM ID),,,,Discharge Filing Date or Admission Number,Discharge Filing Date OR Admission Number,ADMISSIONS,adm_dis_mismatch,,,Audit File,,,,,
ADM.DIS.MISMATCH,1.0,,X,,Admission Numbers  (OR DATE),,,,Admission Numbers or Discharge Filing Date,Admission Numbers OR Discharge Filing Date,ADMISSIONS,adm_dis_mismatch,admission_numbers_or_discharge_filing_date,,Audit File,,,,,
ADM.DISCHARGE.NOTES,0.0,,X,,Admission Id,ADM2.S479,1,Discharge Notes,Patient Number,Patient Number,,adm_discharge_notes,,,,,,,,
ADM.DISCHARGE.NOTES,1.0,,A,M,Time/Date/Operator stamp,ADM2.S479,,Discharge Notes,Filed,Filed,OPERATORS,adm_discharge_notes,filed,,,,,,,
ADM.DISCHARGE.NOTES,2.0,,X,,Diagnosis,ADM2.S479,2,Discharge Notes,Provisional Diagnosis,Provisional Diagnosis,,adm_discharge_notes,provisional_diagnosis,,,,,,,
ADM.DISCHARGE.NOTES,3.0,,X,M1,Operating Procedures,ADM2.S479,3,Discharge Notes,Operating Procedures,Operating Procedures,,adm_discharge_notes,operating_procedures,,,,,,,
ADM.DISCHARGE.NOTES,4.0,,X,M2,Notes,ADM2.S479,4,Discharge Notes,Notes,Notes,,adm_discharge_notes,notes,,,,,,,
ADM.DISCHARGE.TYPE,0.0,,X,,Discharge Type code,ADM2.S787,1,Discharge Type Codes,Discharge Type Code,Discharge Type Code,,adm_discharge_type,,,Reference File,,,,,
ADM.DISCHARGE.TYPE,1.0,,A,M,Operator date/time stamp ,ADM2.S787,,Discharge Type Codes,Filed,Filed,OPERATORS,adm_discharge_type,filed,,Reference File,,,,,
ADM.DISCHARGE.TYPE,2.0,,X,,Description ,ADM2.S787,2,Discharge Type Codes,Description,Description,,adm_discharge_type,description,,Reference File,,,,,
ADM.DISCHARGE.TYPE,3.0,,D,,Start Date ,ADM2.S787,3,Discharge Type Codes,Start Date,Start Date,,adm_discharge_type,start_date,,Reference File,,,,,
ADM.DISCHARGE.TYPE,4.0,,D,,End Date ,ADM2.S787,4,Discharge Type Codes,End Date,End Date,,adm_discharge_type,end_date,,Reference File,,,,,
ADM.DISCHARGE.TYPE,5.0,,X,,Not used,,,,Not used,Not used,,adm_discharge_type,not_used5,,,,,,,
ADM.DISCHARGE.TYPE,6.0,,X,,Not used,,,,Not used,Not used,,adm_discharge_type,not_used6,,,,,,,
ADM.DVERIFIED,0.0,,X,,Verified Code,ADM2.S828,1,Deceased Details Verified Codes,Verified Code,Verified Code,,adm_dverified,,,Reference File,,,,,
ADM.DVERIFIED,1.0,,A,M,Time Date stamp,ADM2.S828,,Deceased Details Verified Codes,Filed,Filed,OPERATORS,adm_dverified,filed,,Reference File,,,,,
ADM.DVERIFIED,2.0,,X,,Description,ADM2.S828,2,Deceased Details Verified Codes,Description,Description,,adm_dverified,description,,Reference File,,,,,
ADM.DVERIFIED,3.0,,D,,Start Date,ADM2.S828,3,Deceased Details Verified Codes,Start Date,Start Date,,adm_dverified,start_date,,Reference File,,,,,
ADM.DVERIFIED,4.0,,D,,End Date,ADM2.S828,4,Deceased Details Verified Codes,End Date,End Date,,adm_dverified,end_date,,Reference File,,,,,
ADM.FIRSTPAL.CODES,0.0,,X,,Alphanumeric Code,ADM2.S627,1,First Adm. Palliative Treatment Codes,First Adm. Pall. Care,First Adm. Pall. Care,,adm_firstpal_codes,,,Reference File,,,,,
ADM.FIRSTPAL.CODES,1.0,,A,M1,Operator Stamp ,,,,Operator Stamp,Operator Stamp,OPERATORS,adm_firstpal_codes,operator_stamp,,Reference File,,,,,
ADM.FIRSTPAL.CODES,2.0,,X,,Description ,ADM2.S627,2,First Adm. Palliative Treatment Codes,Description,Description,,adm_firstpal_codes,description,,Reference File,,,,,
ADM.FIRSTPAL.CODES,3.0,,D,,Start Date ,ADM2.S627,3,First Adm. Palliative Treatment Codes,Start Date,Start Date,,adm_firstpal_codes,start_date,,Reference File,,,,,
ADM.FIRSTPAL.CODES,4.0,,D,,End Date ,ADM2.S627,4,First Adm. Palliative Treatment Codes,End Date,End Date,,adm_firstpal_codes,end_date,,Reference File,,,,,
ADM.FIRSTPAL.CODES,5.0,,X,M2,List of codes that have been replaced by this code,ADM2.S627,5,First Adm. Palliative Treatment Codes,Replaced Code,Replaced Code,ADM.PREVPAL.CODES,adm_firstpal_codes,replaced_code,,Reference File,,,,,
ADM.FIRSTPAL.CODES,6.0,,X,M3,List of codes that have replaced this code.,,,,Replaced By,Replaced By,ADM.PREVPAL.CODES,adm_firstpal_codes,replaced_by,,Reference File,,,,,
ADM.FUNDING.SOURCE,0.0,,X,,Funding Source Codes,ADM2.S636,1,Funding Source Codes,Funding Source Code,Funding Source Code,,adm_funding_source,,,Reference File,,,,,
ADM.FUNDING.SOURCE,1.0,,A,M,Date Time Who Operator ,ADM2.S636,,Funding Source Codes,Filed,Filed,OPERATORS,adm_funding_source,filed,,Reference File,,,,,
ADM.FUNDING.SOURCE,2.0,,X,,Description ,ADM2.S636,2,Funding Source Codes,Description,Description,,adm_funding_source,description,,Reference File,B,,,,
